,name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
1660,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2018,2018,1174521,3.9,77.37610802185775,Château Malartic-Lagravière,84,fr,citrus_fruit,152,tree_fruit,135,earth,126,oak,121,microbio,77
1661,Saint-Julien (Grand Cru Classé) 1987,1987,79273,3.9,100.17800513969796,Château Talbot,84,fr,oak,1937,earth,1667,black_fruit,1453,non_oak,1253,spices,657
1662,Morey-Saint-Denis 2014,2014,1652161,3.7,55.12546555961368,Michel Magnien,84,fr,red_fruit,56,earth,56,oak,40,black_fruit,26,spices,23
1663,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,2014,1142378,4.0,72.61527235989111,Château Cap de Mourlin,83,fr,oak,101,earth,89,black_fruit,80,non_oak,60,spices,51
1664,Pomerol 2004,2004,1111525,4.2,73.16652701548725,Château Feytit-Clinet,83,fr,oak,109,earth,92,black_fruit,86,non_oak,55,red_fruit,38
1665,Saint-Estèphe 1986,1986,68514,4.1,90.1551932197682,Château Haut-Marbuzet,83,fr,oak,374,earth,339,black_fruit,299,non_oak,247,red_fruit,163
1666,Pommard Premier Cru Clos Des Epenots 2017,2017,86500,4.4,85.89549815379804,Château de Meursault,83,fr,oak,41,red_fruit,39,earth,31,non_oak,26,spices,22
1667,Margaux (Grand Cru Classé) 2019,2019,23769,4.3,75.37154563787179,Château Brane-Cantenac,83,fr,oak,1075,earth,933,black_fruit,902,non_oak,726,red_fruit,452
1668,Palladius 2019,2019,76817,4.5,96.2189944313257,Sadie Family,83,fr,earth,217,tree_fruit,200,oak,166,microbio,142,citrus_fruit,139
1669,Margaux 1985,1985,1101461,4.0,99.22583800730465,Château Rauzan-Gassies,83,fr,oak,301,black_fruit,241,earth,224,non_oak,196,red_fruit,97
1670,Clos des Cistes 1998,1998,1517828,4.5,119.27146184716416,Peyre Rose,82,fr,oak,58,earth,54,black_fruit,44,non_oak,37,spices,26
1671,Pomerol 1989,1989,779952,4.0,125.285148999122,Château La Croix de Gay,82,fr,oak,255,black_fruit,201,earth,174,non_oak,174,spices,137
1672,Sauternes Barsac (Premier Grand Cru Classé) 1986,1986,2677769,4.4,94.21443204733974,Château Coutet,82,fr,earth,824,tree_fruit,675,citrus_fruit,430,oak,411,non_oak,361
1673,Nuits-St-Georges Premier Cru Les Damodes 2013,2013,79015,4.3,66.15055867153642,Domaine de la Vougeraie,82,fr,red_fruit,45,earth,44,oak,40,non_oak,31,microbio,23
1674,Barolo Lazzarito Riserva 2013,2013,1302732,4.3,100.34505200503013,Ettore Germano,82,fr,earth,58,oak,54,spices,31,non_oak,29,black_fruit,28
1675,La Vieille Dame de Trotte Vieille Saint-Émilion Grand Cru 2011,2011,1314354,4.2,62.14143390356451,Château Trotte Vieille,81,fr,earth,5,oak,3,black_fruit,2,red_fruit,2,non_oak,2
1676,281 2021,2021,4301250,4.3,51.56736732803861,Minuty,80,fr,red_fruit,89,tree_fruit,77,citrus_fruit,64,earth,39,microbio,13
1677,Pomerol 1988,1988,1099538,4.1,128.29199257510092,Château Latour à Pomerol,80,fr,oak,303,earth,265,black_fruit,245,non_oak,165,red_fruit,160
1678,Fortis Côte-Rôtie 2019,2019,1915928,4.4,72.66538641949076,Stephane Montez - Domaine du Monteillet,80,fr,black_fruit,42,oak,41,spices,36,earth,34,non_oak,28
1679,Puligny-Montrachet 2019,2019,2996,4.5,65.14827747954344,Louis Jadot,80,fr,oak,171,microbio,126,non_oak,95,tree_fruit,94,citrus_fruit,90
1680,Pomerol 1988,1988,1101442,4.3,142.32392926300258,Château La Fleur de Gay,80,fr,oak,121,black_fruit,100,earth,89,non_oak,78,red_fruit,56
1681,Saint-Julien (Grand Cru Classé) 1978,1978,1115658,4.3,90.1551932197682,Château Léoville Poyferré,80,fr,oak,1947,earth,1610,black_fruit,1597,non_oak,1379,spices,702
1682,Bourgogne 2018,2018,86592,4.1,52.11862198363475,Claude Dugat,80,fr,red_fruit,49,earth,34,oak,28,black_fruit,18,spices,16
1683,Soldaat (Die Ouwingerdreeks) 2020,2020,1367232,4.2,62.14143390356451,Sadie Family,80,fr,red_fruit,150,earth,101,oak,61,spices,53,non_oak,50
1684,Margaux 2018,2018,1101461,3.8,65.14827747954344,Château Rauzan-Gassies,80,fr,oak,301,black_fruit,241,earth,224,non_oak,196,red_fruit,97
1685,Dagromis Barolo 2018,2018,66164,4.4,95.21671323933272,Gaja,80,fr,earth,540,oak,528,red_fruit,475,non_oak,306,spices,257
1686,Les Terrasses de L'Empire Condrieu 2020,2020,1173323,4.1,56.12774675160666,Domaine Georges Vernay,80,fr,tree_fruit,177,earth,155,citrus_fruit,92,oak,82,microbio,71
1687,Vintage Port 2013,2013,1165304,4.2,149.33989760695343,Quinta do Noval,79,fr,oak,99,black_fruit,91,non_oak,76,earth,64,dried_fruit,58
1688,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' 2012,2012,1100603,4.1,56.42843110920455,Lenoble,79,fr,tree_fruit,106,non_oak,100,microbio,92,citrus_fruit,92,oak,86
1689,La Viallière Côte-Rôtie 2017,2017,1450217,4.3,75.1710893994732,Jean-Michel Gerin,79,fr,oak,43,earth,38,black_fruit,34,spices,25,non_oak,23
1690,Pomerol 2018,2018,18555,4.3,115.26233707919224,Château Gazin,79,fr,oak,572,earth,468,black_fruit,419,non_oak,371,red_fruit,229
1691,Simon Pic Saint Loup 2009,2009,1508908,3.5,92.2098696633538,Clos Marie,79,fr,earth,52,oak,48,red_fruit,43,black_fruit,39,non_oak,30
1692,Clos des Porrets Nuits-Saint-Georges 1er Cru 2018,2018,82970,4.2,79.68135476344159,Domaine Henri Gouges,79,fr,red_fruit,184,earth,131,oak,103,black_fruit,69,non_oak,57
1693,Pauillac (Grand Cru Classé) 2019,2019,4089,4.1,91.4080447097594,Château Clerc Milon,79,fr,oak,1076,earth,937,black_fruit,864,non_oak,734,spices,415
1694,Saint-Émilion Grand Cru 2008,2008,1522721,3.7,67.1528398635294,Château Franc Le Maine,78,fr,oak,63,earth,53,black_fruit,45,non_oak,38,red_fruit,28
1695,Pauillac (Grand Cru Classé) 1989,1989,1145413,3.9,55.07535150001403,Château Lynch-Moussas,78,fr,oak,847,earth,705,black_fruit,666,non_oak,600,spices,331
1696,Corton-Bressandes Grand Cru 2015,2015,22682,4.3,82.48774210102192,Domaine Antonin Guyon,78,fr,red_fruit,56,earth,38,oak,34,spices,23,microbio,19
1697,Listrac-Médoc 1983,1983,1148646,4.1,85.19390131940295,Château Clarke,77,fr,oak,520,black_fruit,430,earth,421,non_oak,339,spices,244
1698,Côte-Rôtie Maison Rouge 2016,2016,18160,4.4,59.53550280438277,Domaine Duclaux,77,fr,earth,29,oak,25,red_fruit,24,black_fruit,21,spices,15
1699,Chemin des Moines de Vergy 2018,2018,7470554,4.2,78.17793297545212,Domaine Gros Frère et Soeur,77,fr,red_fruit,8,earth,5,spices,4,floral,3,oak,2
1700,Saint-Julien (Grand Cru Classé) 1975,1975,1172272,4.0,60.08675745997891,Château Branaire-Ducru,77,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1701,Haut-Médoc 1997,1997,1603722,3.7,50.1140595996488,Château Citran,77,fr,oak,469,black_fruit,460,earth,378,non_oak,274,spices,204
1702,Chambolle-Musigny 2017,2017,1128601,4.1,68.15512105552237,Amiot-Servelle,77,fr,red_fruit,53,earth,47,oak,43,spices,33,non_oak,30
1703,Volnay 1er Cru 'Clos des 60 Ouvrées' (Monopole) 2013,2013,1223991,4.4,95.21671323933272,La Pousse d'Or,77,fr,earth,67,red_fruit,62,oak,51,non_oak,29,microbio,21
1704,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1191335,4.4,143.69371355872633,Château Valandraud,76,fr,oak,335,black_fruit,271,earth,263,non_oak,194,red_fruit,136
1705,Pauillac (Grand Cru Classé) 1975,1975,1148035,3.9,60.08675745997891,Château Grand-Puy-Lacoste,76,fr,oak,1518,earth,1387,black_fruit,1201,non_oak,1027,spices,516
1706,Brut Cuvée Louise Rosé Champagne 2004,2004,6703,4.3,129.2942737670939,Pommery,76,fr,red_fruit,11,non_oak,11,microbio,11,tree_fruit,10,oak,9
1707,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,2018,43154,4.1,129.7954143630904,Clos Fourtet,76,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1708,Pauillac (Grand Cru Classé) 1988,1988,79269,4.2,50.063945540049154,Château Haut-Bages Libéral,76,fr,oak,849,earth,716,black_fruit,711,non_oak,577,spices,319
1709,Espérance de Trotanoy Pomerol 2015,2015,1802267,4.3,98.22355681531164,Château Trotanoy,75,fr,oak,41,earth,39,black_fruit,29,non_oak,25,red_fruit,16
1710,Gevrey-Chambertin 2011,2011,1109315,3.8,141.20137432797046,Domaine Faiveley,75,fr,red_fruit,71,earth,58,oak,53,spices,31,non_oak,30
1711,Réserve Auguste Favier Châteauneuf-du-Pape 2019,2019,1149664,4.2,55.927290513208064,Domaine Saint Préfert,75,fr,black_fruit,104,oak,90,red_fruit,86,spices,73,earth,71
1712,Condrieu La Doriane 2020,2020,1318318,4.3,72.56515830029146,E. Guigal,75,fr,tree_fruit,434,oak,358,earth,349,microbio,291,non_oak,223
1713,Billes Noires Cornas 2015,2015,1229955,4.2,76.17337059146618,Domaine du Coulet - Matthieu Barret,75,fr,black_fruit,51,earth,39,red_fruit,33,oak,31,spices,30
1714,Pomerol 2015,2015,1163799,4.4,117.80144943224111,Château Le Gay,75,fr,oak,214,black_fruit,179,earth,179,non_oak,116,red_fruit,69
1715,Treinspoor (Die Ouwingerdreeks) 2020,2020,1589044,4.3,56.12774675160666,Sadie Family,74,fr,red_fruit,132,oak,88,earth,85,black_fruit,84,non_oak,54
1716,Le Corton Grand Cru 2016,2016,13463,4.4,130.29655495908688,Bouchard Père & Fils,74,fr,earth,132,red_fruit,123,oak,120,non_oak,78,spices,51
1717,Tradition Châteauneuf-du-Pape 2015,2015,94857,4.1,55.325921798012274,Château Fortia,74,fr,earth,44,oak,38,black_fruit,36,red_fruit,35,spices,28
1718,Pommard 1er Cru 'Clos des Epeneaux' Monopole 2014,2014,1129143,4.3,148.33761641496045,Comte Armand,74,fr,earth,180,red_fruit,164,oak,160,non_oak,87,black_fruit,74
1719,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018,2018,82469,4.3,92.2098696633538,Château Larcis Ducasse,74,fr,oak,308,earth,269,black_fruit,267,non_oak,184,red_fruit,180
1720,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,2005,1197479,4.3,125.285148999122,Domaine de Chevalier,74,fr,citrus_fruit,247,earth,245,oak,228,tree_fruit,202,microbio,154
1721,Nuits-Saint-Georges 1er Cru Les Poréts 2016,2016,1665414,4.0,88.80211361057768,Domaine Faiveley,74,fr,red_fruit,119,oak,95,earth,93,non_oak,55,spices,47
1722,Nuits-Saint-Georges 'Les Allots' 2014,2014,1112509,3.8,55.02523744041439,Remoriquet,73,fr,red_fruit,9,oak,7,earth,7,spices,6,black_fruit,5
1723,Loridon Sélection Parcellaire Blanc de Blancs Champagne Grand Cru 'Aÿ' N.V.,N.V.,6491167,4.1,66.95238362513079,Lallier,73,fr,citrus_fruit,5,earth,4,tree_fruit,3,non_oak,3,oak,3
1724,Vosne-Romanée 2017,2017,1175340,4.3,84.09139200821069,Clos Frantin,73,fr,oak,30,earth,25,red_fruit,24,non_oak,23,spices,20
1725,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1986,1986,1153828,3.9,148.83875701095693,Château La Gaffelière,73,fr,oak,534,earth,462,black_fruit,423,non_oak,323,red_fruit,237
1726,Pomerol 2019,2019,95444,4.3,99.02538176890604,Château Clinet,73,fr,oak,627,black_fruit,527,earth,526,non_oak,389,red_fruit,266
1727,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1604635,4.2,89.10279796817557,Château Pavie Macquin,73,fr,oak,554,black_fruit,528,earth,479,non_oak,370,red_fruit,302
1728,Nuits-Saint-Georges 1er Cru 'Aux Boudots' 2013,2013,1214948,4.3,149.33989760695343,Domaine Jean Grivot,73,fr,red_fruit,63,earth,54,oak,42,non_oak,25,black_fruit,21
1729,Chambolle-Musigny Premier Cru 'Sentiers' 2014,2014,1821775,4.1,105.23952515926248,Michel Magnien,73,fr,earth,18,red_fruit,13,oak,13,black_fruit,10,non_oak,8
1730,Annonce Saint-Émilion Grand Cru 2017,2017,5326833,4.0,70.15968343950833,Château Belair-Monange,72,fr,black_fruit,36,oak,36,non_oak,26,spices,22,red_fruit,20
1731,Les Trois Sources Châteauneuf-du-Pape 2017,2017,1574904,4.2,66.15055867153642,Domaine de la Vieille Julienne,72,fr,earth,95,black_fruit,92,oak,91,red_fruit,78,spices,49
1732,Sauternes (Premier Grand Cru Classé) 2018,2018,1630081,4.3,66.40112896953467,Château Lafaurie-Peyraguey,72,fr,earth,462,tree_fruit,368,citrus_fruit,299,oak,232,non_oak,214
1733,Toscana I Sodi di San Niccolo 2018,2018,11733,4.3,65.14827747954344,Castellare,72,fr,oak,343,earth,313,red_fruit,245,non_oak,241,black_fruit,221
1734,Chablís 2009,2009,1098891,3.9,137.31252330303772,Vincent Dauvissat,72,fr,earth,129,citrus_fruit,119,tree_fruit,91,microbio,53,oak,52
1735,Chambolle-Musigny 2018,2018,1128601,4.2,82.18705774342403,Amiot-Servelle,71,fr,red_fruit,53,earth,47,oak,43,spices,33,non_oak,30
1736,Châteauneuf-du-Pape Blanc 2019,2019,10975,4.3,85.19390131940295,Château de Beaucastel,71,fr,earth,226,tree_fruit,213,oak,188,microbio,136,non_oak,116
1737,Cuordilava Dolce & Gabbana Rosso 2017,2017,9980696,4.1,55.12546555961368,Donnafugata,71,fr,oak,10,red_fruit,9,earth,9,spices,2,non_oak,2
1738,Barsac (Premier Grand Cru Classé) 2016,2016,16786,4.5,72.16424582349427,Château Climens,71,fr,earth,421,tree_fruit,346,citrus_fruit,245,oak,228,non_oak,199
1739,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,1145360,4.3,129.2942737670939,Château Canon,71,fr,oak,613,black_fruit,538,earth,511,non_oak,429,red_fruit,305
1740,Gevrey-Chambertin 2017,2017,86261,4.2,80.2994281651706,Henri Rebourseau,70,fr,red_fruit,41,oak,29,earth,27,non_oak,22,microbio,16
1741,Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,87506,4.2,62.14143390356451,Château Soutard,70,fr,oak,252,earth,244,black_fruit,203,non_oak,146,red_fruit,115
1742,Chambolle-Musigny 2016,2016,2834,4.2,59.03436220838629,Louis Jadot,70,fr,red_fruit,55,earth,37,oak,31,black_fruit,16,spices,15
1743,Femme de Champagne 2004,2004,1192392,4.2,80.13238129983843,Duval-Leroy,70,fr,non_oak,89,microbio,83,oak,81,tree_fruit,73,citrus_fruit,71
1744,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,2014,1107102,4.2,99.22583800730465,Château Trotte Vieille,70,fr,oak,187,earth,143,black_fruit,132,non_oak,124,spices,83
1745,Barolo Prapò 2016,2016,1107960,4.1,69.39126785898037,Ettore Germano,70,fr,oak,46,earth,41,red_fruit,41,spices,31,non_oak,29
1746,Saint-Julien (Grand Cru Classé) 1983,1983,1172272,4.0,76.17337059146618,Château Branaire-Ducru,70,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1747,Fronholz Pinot Noir 2017,2017,2585859,3.9,51.116340791641775,Domaine Ostertag,70,fr,red_fruit,22,spices,17,oak,17,earth,15,non_oak,12
1748,Margaux 1990,1990,778823,4.2,60.08675745997891,Château Siran,70,fr,oak,489,black_fruit,405,earth,384,non_oak,297,spices,248
1749,Sauternes (Premier Grand Cru Classé) 2018,2018,1174845,4.1,57.34718886853145,Château Suduiraut,70,fr,earth,1340,tree_fruit,1020,oak,765,citrus_fruit,726,non_oak,682
1750,Pomerol 2014,2014,1112303,4.0,66.4512430291343,Château Vray Croix de Gay,69,fr,oak,107,earth,95,black_fruit,75,non_oak,50,red_fruit,39
1751,Vougeot Les Cras Premier Cru 2007,2007,79014,4.3,80.58340783623527,Domaine de la Vougeraie,69,fr,red_fruit,24,earth,21,oak,14,spices,10,non_oak,9
1752,Les Bastides d'Alquier Faugères 2010,2010,1108714,4.1,50.013831480449504,Bardi d'Alquier,69,fr,black_fruit,27,oak,25,earth,21,non_oak,13,red_fruit,12
1753,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2019,2019,43154,4.2,110.25093111922736,Clos Fourtet,69,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1754,Grünlack Riesling Spätlese 2011,2011,1608522,4.1,82.18705774342403,Schloss Johannisberg,69,fr,tree_fruit,241,earth,221,citrus_fruit,142,tropical_fruit,101,microbio,34
1755,Pomerol 2018,2018,82454,4.0,90.10507916016854,Château Nénin,69,fr,oak,449,earth,356,black_fruit,353,non_oak,271,red_fruit,225
1756,Le Petit Lion Saint-Julien 2017,2017,1252559,4.2,56.12774675160666,Château Léoville Las Cases,69,fr,oak,140,black_fruit,128,earth,109,non_oak,108,spices,84
1757,Cuvée du Passiflore Saint-Romain 2016,2016,7041451,3.8,51.116340791641775,Laurent Ponsot,69,fr,tree_fruit,9,earth,7,tropical_fruit,4,citrus_fruit,3,oak,3
1758,Brunello di Montalcino 2017,2017,1166517,4.2,79.1802141674451,Le Ragnaie,69,fr,earth,249,oak,247,red_fruit,194,non_oak,159,spices,100
1759,Saint-Estèphe (Grand Cru Classé) 2019,2019,1700690,4.0,55.927290513208064,Château Lafon-Rochet,69,fr,oak,999,earth,915,black_fruit,887,non_oak,654,spices,410
1760,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,1197054,3.9,54.5240968444179,Château Le Prieuré,69,fr,oak,69,earth,49,black_fruit,44,non_oak,44,spices,30
1761,Cuvée Stanislas Blanc de Blancs Champagne 2008,2008,2024931,4.3,78.07770485625284,Thienot,69,fr,non_oak,21,earth,20,tree_fruit,19,microbio,18,oak,17
1762,Cabernet Sauvignon 2016,2016,1250083,4.2,51.36691108964002,Antica,68,fr,oak,246,black_fruit,204,earth,176,non_oak,140,spices,111
1763,Vigneto Bellavista Chianti Classico 2013,2013,1647685,4.4,115.96393391358733,Castello di Ama,68,fr,oak,57,earth,50,non_oak,43,red_fruit,38,spices,33
1764,Margaux (Grand Cru Classé) 2019,2019,18557,4.2,50.3145158380474,Château Kirwan,68,fr,oak,840,black_fruit,750,earth,699,non_oak,547,spices,334
1765,Gewurztraminer Alsace Selection de Grains Nobles 2001,2001,1609247,4.5,108.2463687352414,Trimbach,68,fr,earth,23,tree_fruit,14,citrus_fruit,9,non_oak,9,spices,9
1766,Pauillac (Grand Cru Classé) 1992,1992,1129305,3.8,105.23952515926248,Château Duhart-Milon,68,fr,oak,1052,earth,963,black_fruit,851,non_oak,689,spices,349
1767,Columella 2019,2019,1164602,4.5,125.285148999122,Sadie Family,68,fr,black_fruit,271,oak,267,earth,194,spices,179,non_oak,157
1768,Meursault 1er Cru Les Genevrières 2017,2017,1581625,4.2,100.10784545625845,Domaine Henri Boillot,68,fr,earth,45,oak,43,citrus_fruit,39,microbio,33,tree_fruit,28
1769,Meursault 1er Cru 'Les Perrières' 2016,2016,1415377,4.2,120.27374303915713,Vincent Girardin,68,fr,earth,39,microbio,30,oak,30,citrus_fruit,28,non_oak,22
1770,Saint-Émilion 2017,2017,1182352,4.4,52.11862198363475,Petit-Figeac,68,fr,oak,211,black_fruit,169,earth,155,non_oak,129,spices,110
1771,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,1197054,3.9,63.84531192995257,Château Le Prieuré,67,fr,oak,69,earth,49,black_fruit,44,non_oak,44,spices,30
1772,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2017,2017,1148839,4.1,110.25093111922736,Château La Mission Haut-Brion,67,fr,oak,353,earth,297,black_fruit,285,non_oak,265,spices,144
1773,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2017,2017,1148839,4.1,110.25093111922736,Château La Mission Haut-Brion,67,fr,oak,353,earth,297,black_fruit,285,non_oak,265,spices,144
1774,Pomerol 2018,2018,98618,4.1,50.615200195645286,Château Rouget,67,fr,oak,329,earth,261,black_fruit,255,non_oak,195,red_fruit,176
1775,Morey-Saint-Denis Premier Cru 'Clos Sorbè' 2013,2013,1525828,4.1,61.13915271157153,David Duband,67,fr,oak,29,red_fruit,28,earth,28,non_oak,17,spices,16
1776,Saint-Julien (Grand Cru Classé) 1978,1978,1172272,4.0,70.10956937990868,Château Branaire-Ducru,67,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1777,Saint-Julien (Grand Cru Classé) 2019,2019,1181214,4.0,63.94554004915187,Château Saint-Pierre,67,fr,oak,438,black_fruit,398,earth,379,non_oak,306,spices,193
1778,Muscat Alsace Grand Cru Goldert 2012,2012,1972805,3.9,59.93641528117997,Domaine Zind Humbrecht,66,fr,earth,65,citrus_fruit,62,tree_fruit,49,tropical_fruit,32,floral,25
1779,Pomerol 2017,2017,1099538,4.4,98.22355681531164,Château Latour à Pomerol,66,fr,oak,303,earth,265,black_fruit,245,non_oak,165,red_fruit,160
1780,Le Petit Haut Lafitte Pessac-Léognan Blanc 2014,2014,3317063,3.9,105.23952515926248,Château Smith Haut-Lafitte,66,fr,citrus_fruit,56,oak,53,tree_fruit,39,earth,30,microbio,25
1781,Vintage Port 2017,2017,1099392,4.3,89.4535963853731,Quinta do Vesuvio,66,fr,oak,144,black_fruit,142,dried_fruit,104,non_oak,97,earth,83
1782,Volnay 1er Cru Les Fremiets 2013,2013,1126853,4.4,99.22583800730465,Domaine Henri Boillot,66,fr,red_fruit,64,earth,46,oak,38,spices,25,non_oak,22
1783,Pauillac (Grand Cru Classé) 1988,1988,1145413,4.0,60.08675745997891,Château Lynch-Moussas,65,fr,oak,847,earth,705,black_fruit,666,non_oak,600,spices,331
1784,Châteauneuf-du-Pape 1995,1995,84287,4.2,140.269252819417,Château La Nerthe,65,fr,oak,848,earth,674,black_fruit,654,spices,519,non_oak,499
1785,Morgon Camille 2018,2018,2915329,3.9,79.1802141674451,Domaine Marcel Lapierre,65,fr,red_fruit,24,oak,13,earth,12,black_fruit,11,non_oak,7
1786,Margaux (Grand Cru Classé) 1998,1998,1136300,4.1,88.20074489538189,Château Marquis d'Alesme,64,fr,oak,233,black_fruit,219,earth,200,non_oak,129,spices,108
1787,Malbec 2019,2019,2017619,4.3,129.2942737670939,Bodega Noemìa,64,fr,oak,172,black_fruit,123,earth,116,non_oak,96,spices,89
1788,Château Giscours (Grand Cru Classé) 1987,1987,13689,3.9,60.08675745997891,Château Giscours,64,fr,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
1789,Châteauneuf-du-Pape Croix De Bois  2014,2014,20662,4.2,66.15055867153642,M. Chapoutier,64,fr,oak,96,black_fruit,94,earth,89,red_fruit,73,spices,60
1790,Saint-Estèphe 1983,1983,68514,4.2,90.1551932197682,Château Haut-Marbuzet,64,fr,oak,374,earth,339,black_fruit,299,non_oak,247,red_fruit,163
1791,Pofadder (Die Ouwingerdreeks) 2020,2020,1381100,4.1,56.12774675160666,Sadie Family,64,fr,red_fruit,154,earth,71,oak,52,spices,41,non_oak,38
1792,Margaux 1990,1990,1101461,4.1,94.71557264333624,Château Rauzan-Gassies,63,fr,oak,301,black_fruit,241,earth,224,non_oak,196,red_fruit,97
1793,Guilhem Gaucelm 2016,2016,2750768,4.2,65.14827747954344,Ermitage du Pic Saint Loup,63,fr,earth,13,red_fruit,13,oak,13,spices,9,non_oak,7
1794,Pomerol 2018,2018,1099316,4.2,62.14143390356451,Château Lafleur-Gazin,63,fr,oak,208,earth,178,black_fruit,164,non_oak,115,red_fruit,114
