,name,year,wine ID,rating,price,winery,ratings_count,country,flavor_1,flavor_1_count,flavor_2,flavor_2_count,flavor_3,flavor_3_count,flavor_4,flavor_4_count,flavor_5,flavor_5_count
1017,Flor de Pingus 2019,2019,79814,4.5,127.28971138310796,Dominio de Pingus,448,fr,oak,806,black_fruit,590,non_oak,583,earth,526,spices,446
1018,Croix de Beaucaillou Saint-Julien 2016,2016,61754,4.2,70.6608240355048,Château Ducru-Beaucaillou,448,fr,oak,615,black_fruit,548,earth,507,non_oak,398,spices,297
1019,Pauillac (Grand Cru Classé) 2018,2018,4091,4.1,67.1528398635294,Château d'Armailhac,448,fr,oak,1439,earth,1247,black_fruit,1209,non_oak,946,spices,547
1020,Pauillac (Grand Cru Classé) 2007,2007,1126809,3.9,137.31252330303772,Château Grand-Puy Ducasse,437,fr,oak,617,earth,508,black_fruit,505,non_oak,431,spices,246
1021,Saint-Émilion 2016,2016,1182352,4.3,53.42158753322562,Petit-Figeac,436,fr,oak,211,black_fruit,169,earth,155,non_oak,129,spices,110
1022,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,14515,4.2,52.61976257963124,Clos de l'Oratoire,435,fr,oak,335,black_fruit,329,earth,280,non_oak,222,red_fruit,160
1023,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,2005,1389505,4.4,124.28286780712902,Château Canon-La-Gaffelière,435,fr,oak,658,black_fruit,534,earth,509,non_oak,462,spices,339
1024,Châteauneuf-du-Pape 2011,2011,1183735,4.0,59.13459032758559,Domaine de Beaurenard,434,fr,oak,289,earth,254,black_fruit,225,non_oak,191,red_fruit,187
1025,Cuvée Hommage Brut Champagne Grand Cru 'Chouilly' N.V.,N.V.,1903733,4.2,65.10818623186373,R&L Legras,434,fr,non_oak,23,oak,21,citrus_fruit,19,microbio,18,earth,16
1026,Château Giscours (Grand Cru Classé) 2018,2018,13689,4.2,64.14599628755046,Château Giscours,431,fr,oak,1807,earth,1520,black_fruit,1468,non_oak,1172,spices,702
1027,Côtes de Bourg 2015,2015,1174700,4.4,98.22355681531164,Roc de Cambes,431,fr,oak,378,earth,281,black_fruit,268,non_oak,243,spices,172
1028,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,2016,1604635,4.3,124.28286780712902,Château Pavie Macquin,430,fr,oak,554,black_fruit,528,earth,479,non_oak,370,red_fruit,302
1029,Hermitage 'La Maison Bleue' 2017,2017,5630153,4.2,65.4389390252214,Paul Jaboulet Aîné,428,fr,oak,170,black_fruit,162,earth,157,spices,107,non_oak,101
1030,Villa de Corullón Bierzo 2018,2018,1142267,4.1,56.12774675160666,Descendientes de J. Palacios,427,fr,oak,188,black_fruit,182,earth,172,red_fruit,165,spices,119
1031,Cuvée William Deutz Millesimé Brut Champagne 1999,1999,1142215,4.4,120.27374303915713,Deutz,427,fr,non_oak,191,oak,173,microbio,157,tree_fruit,146,earth,131
1032,Sauternes (Premier Grand Cru Classé) 1990,1990,1135215,4.5,90.1551932197682,Château Rieussec,427,fr,earth,1418,tree_fruit,1073,oak,829,non_oak,738,citrus_fruit,734
1033,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2014,2014,1148839,4.2,82.18705774342403,Château La Mission Haut-Brion,426,fr,oak,353,earth,297,black_fruit,285,non_oak,265,spices,144
1034,Saint-Julien (Grand Cru Classé) 2017,2017,1115658,4.2,85.09367320020367,Château Léoville Poyferré,426,fr,oak,1947,earth,1610,black_fruit,1597,non_oak,1379,spices,702
1035,Pagodes de Cos 2006,2006,1984446,4.0,81.38523278982966,Cos d'Estournel,425,fr,oak,766,black_fruit,667,earth,629,non_oak,506,spices,339
1036,Giorgio Primo 2012,2012,779426,4.3,96.1187663121264,La Massa,424,fr,oak,115,earth,104,black_fruit,92,non_oak,78,spices,71
1037,Les Vieux Clos 2013,2013,2457974,3.9,55.12546555961368,Nicolas Joly,424,fr,earth,271,tree_fruit,251,citrus_fruit,135,oak,108,non_oak,104
1038,Silberlack Riesling Trocken GG 2015,2015,1880377,4.2,82.18705774342403,Schloss Johannisberg,423,fr,tree_fruit,164,earth,157,citrus_fruit,139,tropical_fruit,44,oak,39
1039,Estate Cabernet Sauvignon 2017,2017,1283671,4.3,79.1802141674451,Ridge Vineyards,423,fr,oak,592,black_fruit,532,non_oak,372,earth,364,spices,308
1040,Gevrey-Chambertin 2018,2018,1131396,4.2,76.17337059146618,Domaine Trapet,421,fr,red_fruit,226,oak,166,earth,166,non_oak,105,spices,83
1041,Clos de la Coulée de Serrant 2013,2013,100492,4.2,110.25093111922736,Nicolas Joly,421,fr,earth,445,tree_fruit,334,citrus_fruit,208,non_oak,188,oak,185
1042,Pessac-Léognan (Grand Cru Classé de Graves) 2001,2001,1154913,4.3,120.22362897955747,Domaine de Chevalier,421,fr,oak,1293,earth,1102,black_fruit,955,non_oak,884,spices,520
1043,Barolo Comune di Serralunga d'Alba 2016,2016,1107962,4.2,52.552943833498375,Ettore Germano,421,fr,oak,130,red_fruit,121,earth,121,non_oak,63,spices,63
1044,La Chapelle de La Mission Haut-Brion Pessac-Léognan 2006,2006,1148839,4.2,94.21443204733974,Château La Mission Haut-Brion,420,fr,oak,353,earth,297,black_fruit,285,non_oak,265,spices,144
1045,Siepi 2017,2017,1471,4.4,85.19390131940295,Mazzei,418,fr,oak,327,earth,253,black_fruit,234,non_oak,214,red_fruit,157
1046,Pauillac (Grand Cru Classé) 2014,2014,1129305,4.2,80.18249535943808,Château Duhart-Milon,418,fr,oak,1052,earth,963,black_fruit,851,non_oak,689,spices,349
1047,Château d'Ampuis Côte-Rôtie 2017,2017,36374,4.1,91.50827282895872,E. Guigal,416,fr,oak,560,earth,442,black_fruit,422,spices,412,non_oak,380
1048,Amiral de Beychevelle Saint-Julien 2014,2014,1138368,4.0,59.13459032758559,Château Beychevelle,415,fr,oak,319,black_fruit,274,earth,235,non_oak,211,spices,142
1049,Clos de la Coulée de Serrant 2015,2015,100492,4.3,99.22583800730465,Nicolas Joly,412,fr,earth,445,tree_fruit,334,citrus_fruit,208,non_oak,188,oak,185
1050,Margaux (Grand Cru Classé) 2017,2017,2038572,4.2,57.21355137626571,Château Durfort-Vivens,412,fr,oak,482,black_fruit,427,earth,415,non_oak,331,spices,209
1051,Millésimé Brut Champagne 2011,2011,1267547,4.4,78.17793297545212,Ruinart,412,fr,tree_fruit,60,non_oak,54,microbio,45,oak,42,citrus_fruit,40
1052,Gevrey-Chambertin Vieilles Vignes 2015,2015,1099223,4.2,84.09139200821069,Géantet-Pansiot,412,fr,red_fruit,134,earth,109,oak,100,non_oak,54,black_fruit,51
1053,Saint-Julien (Grand Cru Classé) 2014,2014,1181214,4.0,59.93641528117997,Château Saint-Pierre,411,fr,oak,438,black_fruit,398,earth,379,non_oak,306,spices,193
1054,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,43154,4.3,133.9047672502616,Clos Fourtet,410,fr,oak,413,black_fruit,349,earth,332,non_oak,259,red_fruit,187
1055,Pauillac (Grand Cru Classé) 2015,2015,1129305,4.2,85.67833722886623,Château Duhart-Milon,410,fr,oak,1052,earth,963,black_fruit,851,non_oak,689,spices,349
1056,Saint-Émilion Grand Cru 2016,2016,1171074,4.2,55.02523744041439,Château Monbousquet,406,fr,oak,691,earth,563,black_fruit,535,non_oak,448,spices,242
1057,Saint-Julien (Grand Cru Classé) 2014,2014,1166785,4.1,52.08521261056832,Château Langoa Barton,405,fr,oak,843,black_fruit,752,earth,729,non_oak,559,spices,328
1058,Pomerol 2009,2009,1100006,4.2,113.2577746952063,Château Petit-Village,405,fr,oak,297,earth,245,non_oak,195,black_fruit,194,red_fruit,147
1059,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,2013,1191335,4.3,140.21913875981735,Château Valandraud,403,fr,oak,335,black_fruit,271,earth,263,non_oak,194,red_fruit,136
1060,Poggio Al Vento Brunello di Montalcino Riserva 2012,2012,1207722,4.4,135.30796091905177,Col d'Orcia,403,fr,oak,189,earth,186,red_fruit,137,non_oak,122,black_fruit,77
1061,Margaux (Grand Cru Classé) 2009,2009,83999,4.3,82.18705774342403,Château Boyd-Cantenac,402,fr,oak,260,black_fruit,226,earth,204,non_oak,182,spices,98
1062,Sauternes (Premier Grand Cru Classé) 2016,2016,22224,4.2,55.12546555961368,Château Guiraud,400,fr,earth,1235,tree_fruit,996,citrus_fruit,661,oak,654,non_oak,582
1063,Châteauneuf-du-Pape 2018,2018,1134803,4.5,83.6904795314135,Château de Beaucastel,400,fr,earth,2216,oak,2094,black_fruit,1862,red_fruit,1506,spices,1291
1064,Pauillac (Grand Cru Classé) 2016,2016,1126809,4.0,50.013831480449504,Château Grand-Puy Ducasse,400,fr,oak,617,earth,508,black_fruit,505,non_oak,431,spices,246
1065,Barolo Comune di Serralunga d'Alba 2015,2015,1107962,4.0,52.51953446043194,Ettore Germano,398,fr,oak,130,red_fruit,121,earth,121,non_oak,63,spices,63
1066,Esprit de Vrigny Brut Nature Champagne Premier Cru N.V.,N.V.,1987034,4.1,72.16424582349427,Roger Coulon,398,fr,tree_fruit,24,microbio,19,non_oak,19,oak,17,citrus_fruit,16
1067,Barolo Brunate 2013,2013,7135,4.3,140.31936687901666,Ceretto,395,fr,earth,197,oak,187,red_fruit,143,non_oak,119,spices,81
1068,Pessac-Léognan (Grand Cru Classé de Graves) 2017,2017,17656,4.3,96.2189944313257,Château Smith Haut-Lafitte,390,fr,oak,1277,earth,1072,black_fruit,997,non_oak,834,spices,522
1069,Millesimé Brut Champagne 2012,2012,2169599,4.2,114.46051212559786,Deutz,389,fr,tree_fruit,143,non_oak,118,citrus_fruit,112,oak,105,microbio,98
1070,Châteauneuf-du-Pape Vieilles Vignes 2014,2014,75855,4.3,67.65398045952588,Domaine de la Janasse,388,fr,black_fruit,279,oak,237,earth,230,red_fruit,205,spices,169
1071,La Grande Année Brut Champagne 2014,2014,18931,4.5,142.32392926300258,Bollinger,388,fr,non_oak,1341,oak,1232,microbio,1179,tree_fruit,1138,earth,858
1072,Saint-Estèphe (Grand Cru Classé) 2017,2017,1126954,4.3,115.3291558253251,Château Calon-Ségur,388,fr,oak,1389,earth,1275,black_fruit,1016,non_oak,922,spices,460
1073,Sauternes (Premier Grand Cru Classé) 2002,2002,1135215,4.3,62.7428026187603,Château Rieussec,387,fr,earth,1418,tree_fruit,1073,oak,829,non_oak,738,citrus_fruit,734
1074,Barolo del Comune di Barolo 2014,2014,1367222,4.1,67.65398045952588,Marchesi di Barolo,386,fr,earth,84,oak,78,red_fruit,67,non_oak,61,black_fruit,44
1075,Pomerol 2016,2016,95444,4.3,123.28058661513604,Château Clinet,386,fr,oak,627,black_fruit,527,earth,526,non_oak,389,red_fruit,266
1076,Pessac-Léognan (Grand Cru Classé de Graves) 2002,2002,82613,4.4,124.28286780712902,Château Pape Clément,385,fr,oak,1345,earth,1167,black_fruit,975,non_oak,951,spices,509
1077,Sauternes (Premier Grand Cru Classé) 1996,1996,1174845,4.3,58.13230913559261,Château Suduiraut,383,fr,earth,1340,tree_fruit,1020,oak,765,citrus_fruit,726,non_oak,682
1078,Cuvée Prestige Madiran 2002,2002,86850,4.2,55.325921798012274,Château Montus,383,fr,oak,171,earth,153,black_fruit,127,non_oak,110,spices,50
1079,Sauternes Barsac (Premier Grand Cru Classé) 2016,2016,2677769,4.2,55.02523744041439,Château Coutet,383,fr,earth,824,tree_fruit,675,citrus_fruit,430,oak,411,non_oak,361
1080,Vintage Rosé Brut Champagne 2012,2012,79852,4.4,78.17793297545212,Veuve Clicquot,380,fr,red_fruit,289,citrus_fruit,170,earth,136,microbio,134,non_oak,132
1081,Castello della Sala Pinot Nero 2017,2017,1691,4.2,59.63573092358208,Antinori,379,fr,oak,83,earth,73,red_fruit,69,non_oak,52,spices,39
1082,Saint-Julien (Grand Cru Classé) 1988,1988,79273,4.1,80.13238129983843,Château Talbot,378,fr,oak,1937,earth,1667,black_fruit,1453,non_oak,1253,spices,657
1083,Nicolás Catena Zapata 2018,2018,1868,4.5,65.14827747954344,Catena Zapata,377,fr,oak,684,black_fruit,584,earth,458,non_oak,439,spices,394
1084,Blanc de Blancs 2014,2014,1493112,4.2,59.13459032758559,Gusbourne,376,fr,tree_fruit,415,citrus_fruit,344,non_oak,286,microbio,286,oak,264
1085,Clos de la Coulée de Serrant 2018,2018,100492,4.4,98.22355681531164,Nicolas Joly,376,fr,earth,445,tree_fruit,334,citrus_fruit,208,non_oak,188,oak,185
1086,Sauternes (Premier Grand Cru Classé) 2003,2003,1630081,4.3,58.07217226407303,Château Lafaurie-Peyraguey,375,fr,earth,462,tree_fruit,368,citrus_fruit,299,oak,232,non_oak,214
1087,Pomerol 2015,2015,1172145,4.2,59.852891848513885,Château Beauregard,374,fr,oak,319,earth,248,black_fruit,239,non_oak,197,red_fruit,171
1088,Saint-Julien (Grand Cru Classé) 2018,2018,1172272,4.2,72.16424582349427,Château Branaire-Ducru,374,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1089,Saint-Julien (Grand Cru Classé) 2017,2017,22685,4.3,99.22583800730465,Château Léoville Barton,373,fr,oak,2307,earth,2011,black_fruit,1963,non_oak,1609,spices,849
1090,Margaux (Grand Cru Classé) 2017,2017,85917,3.9,58.13230913559261,Château du Tertre,373,fr,oak,963,earth,824,black_fruit,740,non_oak,594,spices,408
1091,Vin de Constance (Natural Sweet) 2012,2012,1958101,4.5,105.23952515926248,Klein Constantia,368,fr,earth,736,tree_fruit,684,citrus_fruit,551,oak,370,non_oak,350
1092,'Rippon' Mature Vine Pinot Noir 2016,2016,1117020,3.9,51.01611267244248,Rippon,367,fr,red_fruit,233,earth,162,oak,157,spices,106,black_fruit,96
1093,Clos Syrah Léone 2002,2002,1787351,4.5,98.22355681531164,Peyre Rose,366,fr,earth,72,oak,61,black_fruit,54,non_oak,41,spices,37
1094,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,2013,1153702,4.3,95.21671323933272,Château Troplong Mondot,366,fr,oak,939,black_fruit,795,earth,783,non_oak,603,spices,370
1095,Châteauneuf-du-Pape 2019,2019,1134803,4.4,82.18705774342403,Château de Beaucastel,364,fr,earth,2216,oak,2094,black_fruit,1862,red_fruit,1506,spices,1291
1096,Gevrey-Chambertin 2010,2010,1131396,4.1,99.22583800730465,Domaine Trapet,359,fr,red_fruit,226,oak,166,earth,166,non_oak,105,spices,83
1097,Rossj-Bass Langhe 2020,2020,66204,4.3,88.20074489538189,Gaja,358,fr,citrus_fruit,294,oak,250,earth,237,tree_fruit,205,microbio,161
1098,Vintage Extra Brut Celebris Champagne 2007,2007,16534,4.3,143.07564015699734,Gosset,357,fr,tree_fruit,123,microbio,116,non_oak,112,earth,104,citrus_fruit,93
1099,Margaux (Grand Cru Classé) 2017,2017,23769,4.1,69.15740224751535,Château Brane-Cantenac,355,fr,oak,1075,earth,933,black_fruit,902,non_oak,726,red_fruit,452
1100,Saint-Julien (Grand Cru Classé) 2017,2017,23627,4.2,118.80373062423408,Château Beychevelle,354,fr,oak,1104,earth,961,black_fruit,877,non_oak,753,red_fruit,390
1101,Haut-Médoc (Grand Cru Classé) 2016,2016,73478,4.2,60.13687151957856,Château La Lagune,354,fr,oak,763,earth,677,black_fruit,576,non_oak,488,red_fruit,290
1102,Toscana 2017,2017,1155217,4.3,64.14599628755046,Orma,354,fr,oak,347,black_fruit,319,earth,273,non_oak,228,red_fruit,181
1103,Pessac-Léognan (Grand Cru Classé de Graves) 2016,2016,94825,4.2,54.07307030802106,Château de Fieuzal,350,fr,oak,647,earth,547,black_fruit,459,non_oak,454,spices,249
1104,RSRV Blanc de Blancs Grand Cru Brut Champagne 2014,2014,5866432,4.3,77.67679237945565,G.H. Mumm,348,fr,citrus_fruit,88,tree_fruit,59,microbio,55,earth,44,non_oak,37
1105,Châteauneuf-du-Pape Cuvée Laurence 2012,2012,2166383,4.3,104.2372439672695,Pegau,347,fr,earth,177,oak,170,black_fruit,110,spices,101,non_oak,93
1106,Saint-Estèphe 1995,1995,68514,4.2,60.08675745997891,Château Haut-Marbuzet,346,fr,oak,374,earth,339,black_fruit,299,non_oak,247,red_fruit,163
1107,Castillon - Côtes de Bordeaux 2013,2013,1240817,4.3,55.12546555961368,Domaine de l'Aurage,345,fr,oak,220,non_oak,161,earth,151,black_fruit,148,spices,128
1108,Saint-Julien (Grand Cru Classé) 2015,2015,1181214,4.0,62.7428026187603,Château Saint-Pierre,345,fr,oak,438,black_fruit,398,earth,379,non_oak,306,spices,193
1109,Pagodes de Cos 2013,2013,1984446,4.0,59.93641528117997,Cos d'Estournel,344,fr,oak,766,black_fruit,667,earth,629,non_oak,506,spices,339
1110,Lagrein Riserva Porphyr 2018,2018,1182034,4.5,69.15740224751535,Terlan (Terlano),344,fr,oak,108,black_fruit,106,earth,78,non_oak,67,spices,57
1111,Châteauneuf-du-Pape 2012,2012,14284,4.1,55.12546555961368,Domaine La Barroche,344,fr,oak,232,black_fruit,218,spices,196,earth,190,non_oak,147
1112,Châteauneuf-du-Pape 2017,2017,1098865,4.3,53.12090317562773,Le Vieux Donjon,344,fr,oak,391,earth,385,black_fruit,332,spices,309,red_fruit,286
1113,Cuvée Tradition Gigondas 2018,2018,1178837,4.2,58.13230913559261,Domaine du Gour de Chaule,343,fr,earth,180,oak,163,red_fruit,150,black_fruit,145,non_oak,95
1114,Sauternes (Premier Grand Cru Classé) 1988,1988,1135215,4.5,119.27146184716416,Château Rieussec,342,fr,earth,1418,tree_fruit,1073,oak,829,non_oak,738,citrus_fruit,734
1115,Siepi 2018,2018,1471,4.4,90.20530727936784,Mazzei,342,fr,oak,327,earth,253,black_fruit,234,non_oak,214,red_fruit,157
1116,Chablis Grand Cru 'Moutonne' (Monopole) 2015,2015,1188795,4.3,140.82050747501313,Domaine Long Depaquit,340,fr,earth,104,tree_fruit,95,oak,87,citrus_fruit,67,microbio,55
1117,Haut-Médoc (Grand Cru Classé) 1989,1989,73478,4.2,80.13238129983843,Château La Lagune,339,fr,oak,763,earth,677,black_fruit,576,non_oak,488,red_fruit,290
1118,Sauternes 2005,2005,100535,4.3,65.14827747954344,Château Raymond-Lafon,338,fr,earth,270,tree_fruit,226,oak,178,non_oak,158,citrus_fruit,139
1119,Extra Brut Champagne N.V.,N.V.,3131723,4.1,54.62432496361719,Champagne Barons de Rothschild,335,fr,tree_fruit,17,citrus_fruit,15,non_oak,12,oak,10,microbio,9
1120,Saint-Julien (Grand Cru Classé) 2018,2018,97051,4.1,52.11862198363475,Château Lagrange,335,fr,oak,1454,black_fruit,1218,earth,1140,non_oak,939,spices,564
1121,Beaune 1er Cru 'Clos des Mouches' 2017,2017,24064,4.4,116.2646182711852,Joseph Drouhin,335,fr,red_fruit,213,earth,208,oak,195,non_oak,128,spices,86
1122,Margaux (Grand Cru Classé) 1996,1996,23769,4.4,127.45675824844012,Château Brane-Cantenac,333,fr,oak,1075,earth,933,black_fruit,902,non_oak,726,red_fruit,452
1123,Châteauneuf-du-Pape (La Crau) 2019,2019,1135736,4.4,69.55831472431254,Domaine du Vieux Télégraphe,333,fr,earth,1173,oak,1133,red_fruit,875,black_fruit,787,spices,762
1124,Sauternes Barsac (Premier Grand Cru Classé) 2002,2002,2677769,4.2,51.116340791641775,Château Coutet,333,fr,earth,824,tree_fruit,675,citrus_fruit,430,oak,411,non_oak,361
1125,Margaux (Grand Cru Classé) 2017,2017,80045,4.1,97.72241621931516,Château Lascombes,330,fr,oak,1178,earth,965,black_fruit,937,non_oak,747,spices,404
1126,Ouvrage Grand Cru Champagne (Elevé Sous Liège) N.V.,N.V.,3835945,4.3,63.14371509555749,Lallier,329,fr,microbio,30,non_oak,30,tree_fruit,28,citrus_fruit,25,oak,24
1127,L. d'Ange Pouilly-Fumé 2014,2014,3785315,4.1,90.20530727936784,Alexandre Bain,325,fr,earth,51,tree_fruit,48,tropical_fruit,32,citrus_fruit,24,oak,21
1128,Blanc de Blancs Brut Champagne Premier Cru N.V.,N.V.,4222635,4.3,70.15968343950833,Frerejean Frères,324,fr,microbio,26,non_oak,25,citrus_fruit,23,oak,21,tree_fruit,18
1129,Vire-Clessé 2018,2018,1224996,4.0,51.116340791641775,Les Héritiers du Comte Lafon,324,fr,oak,157,earth,151,citrus_fruit,140,tree_fruit,111,microbio,108
1130,Zeltinger Sonnenuhr Riesling Auslese*** 2015,2015,2581810,4.5,65.14827747954344,Markus Molitor,323,fr,earth,165,tree_fruit,137,citrus_fruit,89,tropical_fruit,64,microbio,49
1131,Pomerol 2016,2016,1099316,4.3,56.12774675160666,Château Lafleur-Gazin,323,fr,oak,208,earth,178,black_fruit,164,non_oak,115,red_fruit,114
1132,Pessac-Léognan (Grand Cru Classé de Graves) 2017,2017,82613,4.1,104.2372439672695,Château Pape Clément,321,fr,oak,1345,earth,1167,black_fruit,975,non_oak,951,spices,509
1133,Pauillac (Grand Cru Classé) 2017,2017,14362,4.4,118.36940877437048,Château Pontet-Canet,321,fr,oak,2621,black_fruit,2487,earth,2300,non_oak,1711,spices,1020
1134,Saint-Julien (Grand Cru Classé) 2016,2016,1166785,4.1,60.03664340037926,Château Langoa Barton,319,fr,oak,843,black_fruit,752,earth,729,non_oak,559,spices,328
1135,Barolo Bussia 2015,2015,61064,4.2,81.18477655143106,Prunotto,319,fr,oak,278,earth,271,red_fruit,260,non_oak,168,spices,125
1136,Sauternes Barsac (Premier Grand Cru Classé) 2008,2008,2677769,4.1,53.12090317562773,Château Coutet,318,fr,earth,824,tree_fruit,675,citrus_fruit,430,oak,411,non_oak,361
1137,Pomerol 2016,2016,1172145,4.1,70.57730060283873,Château Beauregard,318,fr,oak,319,earth,248,black_fruit,239,non_oak,197,red_fruit,171
1138,Clos des Porrets Nuits-Saint-Georges 1er Cru 2014,2014,82970,4.3,70.05945532030903,Domaine Henri Gouges,318,fr,red_fruit,184,earth,131,oak,103,black_fruit,69,non_oak,57
1139,Margaux (Grand Cru Classé) 1996,1996,85917,4.1,75.1710893994732,Château du Tertre,318,fr,oak,963,earth,824,black_fruit,740,non_oak,594,spices,408
1140,Sauternes (Premier Grand Cru Classé) 2004,2004,1135215,4.3,56.12774675160666,Château Rieussec,317,fr,earth,1418,tree_fruit,1073,oak,829,non_oak,738,citrus_fruit,734
1141,Moulis-en-Médoc 1998,1998,79266,3.9,50.063945540049154,Château Chasse-Spleen,315,fr,oak,1000,black_fruit,926,earth,779,non_oak,614,red_fruit,399
1142,Riesling Scharzhof 2020,2020,86690,4.1,65.14827747954344,Egon Müller - Scharzhof,314,fr,earth,252,tree_fruit,244,citrus_fruit,221,tropical_fruit,72,oak,44
1143,Mendoza 2018,2018,1926899,4.5,89.20302608737487,Cheval des Andes,314,fr,oak,654,black_fruit,554,earth,459,non_oak,425,spices,342
1144,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,1146826,4.1,58.93413408918699,Château Jean Faure,313,fr,oak,104,black_fruit,94,earth,86,non_oak,77,red_fruit,58
1145,Pessac-Léognan (Grand Cru Classé de Graves) 1995,1995,1154913,4.1,85.14378725980332,Domaine de Chevalier,312,fr,oak,1293,earth,1102,black_fruit,955,non_oak,884,spices,520
1146,Saint-Émilion Grand Cru (Grand Cru Classé) 2009,2009,98536,4.2,50.063945540049154,Château Bellefont-Belcier,312,fr,oak,249,black_fruit,210,earth,177,non_oak,166,spices,136
1147,Ribolla Gialla 2016,2016,1524344,4.1,52.61976257963124,Damijan Podversic,312,fr,citrus_fruit,133,earth,80,tree_fruit,61,oak,52,non_oak,47
1148,Cuvée William Deutz Millesimé Brut Champagne 2008,2008,1142215,4.4,143.62689481259346,Deutz,312,fr,non_oak,191,oak,173,microbio,157,tree_fruit,146,earth,131
1149,Pomerol 2014,2014,768733,4.4,140.31936687901666,Château La Conseillante,312,fr,oak,629,earth,561,black_fruit,559,non_oak,375,red_fruit,293
1150,Gevrey-Chambertin 2016,2016,1131396,4.0,89.20302608737487,Domaine Trapet,311,fr,red_fruit,226,oak,166,earth,166,non_oak,105,spices,83
1151,Orpale Blanc de Blancs Brut Champagne Grand Cru 2008,2008,1129195,4.3,95.21671323933272,Champagne de Saint-Gall,310,fr,non_oak,80,citrus_fruit,79,oak,75,tree_fruit,74,microbio,67
1152,Margaux (Grand Cru Classé) 2013,2013,80045,4.1,66.15055867153642,Château Lascombes,310,fr,oak,1178,earth,965,black_fruit,937,non_oak,747,spices,404
1153,Barolo Brunate 2012,2012,7135,4.2,114.26005588719929,Ceretto,310,fr,earth,197,oak,187,red_fruit,143,non_oak,119,spices,81
1154,La Côte Aux Enfants (Aÿ Rouge) 2013,2013,18936,4.0,99.22583800730465,Bollinger,309,fr,red_fruit,71,earth,43,oak,42,non_oak,22,black_fruit,20
1155,Sauternes (Premier Grand Cru Classé) 2014,2014,1135215,4.2,81.38523278982966,Château Rieussec,306,fr,earth,1418,tree_fruit,1073,oak,829,non_oak,738,citrus_fruit,734
1156,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,1998,94970,4.2,95.21671323933272,Château Beau-Sejour Becot,306,fr,oak,511,black_fruit,430,earth,387,non_oak,323,spices,227
1157,Millesimé Brut Champagne 2014,2014,2169599,4.2,54.1231843676207,Deutz,305,fr,tree_fruit,143,non_oak,118,citrus_fruit,112,oak,105,microbio,98
1158,Rosso di Montalcino 2017,2017,2712173,4.3,79.07998604824581,Biondi-Santi,301,fr,red_fruit,186,oak,146,earth,142,non_oak,94,spices,80
1159,Saint-Julien (Grand Cru Classé) 2017,2017,1172272,4.0,51.96827980483581,Château Branaire-Ducru,299,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1160,Millésimé Brut Champagne 2015,2015,1147885,4.2,54.07307030802106,Taittinger,299,fr,non_oak,456,tree_fruit,426,oak,383,citrus_fruit,369,microbio,336
1161,Pessac-Léognan (Grand Cru Classé de Graves) 1988,1988,82613,4.2,130.24644089948723,Château Pape Clément,298,fr,oak,1345,earth,1167,black_fruit,975,non_oak,951,spices,509
1162,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,2006,89624,4.0,55.12546555961368,Château Dassault,297,fr,oak,296,black_fruit,236,earth,203,non_oak,203,spices,137
1163,Saint-Julien (Grand Cru Classé) 1989,1989,1172272,4.2,110.20081705962772,Château Branaire-Ducru,296,fr,oak,1208,black_fruit,1041,earth,983,non_oak,774,spices,502
1164,Saint-Julien (Grand Cru Classé) 2018,2018,23627,4.2,110.5015014172256,Château Beychevelle,296,fr,oak,1104,earth,961,black_fruit,877,non_oak,753,red_fruit,390
1165,Special Club Grands Terroirs de Chardonnay Champagne 2014,2014,1417137,4.3,65.54918995634063,Pierre Gimonnet & Fils,295,fr,tree_fruit,125,non_oak,105,oak,91,citrus_fruit,91,microbio,89
1166,Galatrona 2018,2018,16833,4.4,90.20530727936784,Petrolo,295,fr,oak,375,black_fruit,338,earth,319,non_oak,250,red_fruit,152
1167,Margaux (Grand Cru Classé) 2017,2017,3110,4.1,79.68135476344159,Château Rauzan-Ségla,295,fr,oak,1165,earth,961,black_fruit,925,non_oak,801,spices,453
1168,Saint-Julien (Grand Cru Classé) 2016,2016,1181214,4.3,66.2340821042025,Château Saint-Pierre,292,fr,oak,438,black_fruit,398,earth,379,non_oak,306,spices,193
1169,Clos des Cistes 2002,2002,1517828,4.4,98.22355681531164,Peyre Rose,291,fr,oak,58,earth,54,black_fruit,44,non_oak,37,spices,26
1170,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,2011,1167698,4.3,65.14827747954344,Château Guadet,291,fr,earth,118,oak,110,black_fruit,88,red_fruit,54,non_oak,50
1171,Margaux (Grand Cru Classé) 2017,2017,98195,4.2,50.013831480449504,Château Malescot St. Exupery,290,fr,oak,910,earth,761,black_fruit,740,non_oak,580,red_fruit,332
